Net,Group,Vnet1,Vnet2
_DRAM_CORE.BANK0.net84047,1,VSSQ,VON
_DRAM_CORE.BANK0.net84048,1,VOFF,VSS
_DRAM_CORE.BANK0.net84049,1,VDD,VSS
_DRAM_CORE.BANK0.net84050,1,VSSQ,VEXT
_DRAM_CORE.BANK1.net84051,2,VDD,VON
_DRAM_CORE.BANK1.net84052,2,VSSQ,VSS
_DRAM_CORE.BANK1.net84053,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net84054,2,VSS,VOFF
_DRAM_CORE.BANK1.net84055,2,VOFF,VSS
_DRAM_CORE.BANK1.net84056,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net84057,2,VDD,VSS
_DRAM_CORE.BANK1.net84058,2,VSSQ,VSS
_DRAM_CORE.BANK1.net84059,2,VSSQ,VSS
_DRAM_CORE.BANK1.net84060,2,VDD,VDDQ
_DRAM_CORE.BANK2.net84061,3,VON,VSSQ
_DRAM_CORE.BANK2.net84062,3,VDD,VSS
_DRAM_CORE.BANK2.net84063,3,VDD,VEXT
_DRAM_CORE.BANK2.net84064,3,VOFF,VDD
_DRAM_CORE.BANK2.net84065,3,VON,VON
_DRAM_CORE.BANK2.net84066,3,VEXT,VOFF
_DRAM_CORE.BANK2.net84067,3,VON,VON
_DRAM_CORE.BANK2.net84068,3,VOFF,VDD
_DRAM_CORE.BANK2.net84069,3,VOFF,VEXT
_DRAM_CORE.BANK2.net84070,3,VEXT,VDDQ
_DRAM_CORE.BANK3.net84071,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net84072,4,VOFF,VOFF
_DRAM_CORE.BANK3.net84073,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net84074,4,VEXT,VDD
_DRAM_CORE.BANK3.net84075,4,VON,VOFF
_DRAM_CORE.BANK3.net84076,4,VEXT,VOFF
_DRAM_CORE.BANK3.net84077,4,VON,VEXT
_DRAM_CORE.BANK3.net84078,4,VON,VON
_DRAM_CORE.BANK3.net84079,4,VSS,VDDQ
_DRAM_CORE.BANK3.net84080,4,VOFF,VON
_DRAM_CORE.BANK0.net84081,1,VOFF,VEXT
_DRAM_CORE.BANK0.net84082,1,VSSQ,VDD
_DRAM_CORE.BANK0.net84083,1,VDD,VSS
_DRAM_CORE.BANK0.net84084,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net84085,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net84086,1,VSSQ,VSS
_DRAM_CORE.BANK0.net84087,1,VON,VEXT
_DRAM_CORE.BANK0.net84088,1,VSS,VOFF
_DRAM_CORE.BANK0.net84089,1,VDD,VSSQ
_DRAM_CORE.BANK0.net84090,1,VON,VEXT
_DRAM_CORE.BANK1.net84091,2,VEXT,VEXT
_DRAM_CORE.BANK1.net84092,2,VDD,VEXT
_DRAM_CORE.BANK1.net84093,2,VON,VOFF
_DRAM_CORE.BANK1.net84094,2,VOFF,VON
_DRAM_CORE.BANK1.net84095,2,VSS,VDD
_DRAM_CORE.BANK1.net84096,2,VDD,VDD
_DRAM_CORE.BANK1.net84097,2,VSS,VSS
_DRAM_CORE.BANK1.net84098,2,VSS,VON
_DRAM_CORE.BANK1.net84099,2,VSSQ,VON
_DRAM_CORE.BANK1.net84100,2,VON,VDDQ
_DRAM_CORE.BANK2.net84101,3,VSS,VOFF
_DRAM_CORE.BANK2.net84102,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net84103,3,VDD,VOFF
_DRAM_CORE.BANK2.net84104,3,VDDQ,VDD
_DRAM_CORE.BANK2.net84105,3,VOFF,VON
_DRAM_CORE.BANK2.net84106,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net84107,3,VDD,VEXT
_DRAM_CORE.BANK2.net84108,3,VEXT,VOFF
_DRAM_CORE.BANK2.net84109,3,VSSQ,VON
_DRAM_CORE.BANK2.net84110,3,VSS,VEXT
_DRAM_CORE.BANK3.net84111,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net84112,4,VON,VON
_DRAM_CORE.BANK3.net84113,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net84114,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net84115,4,VDD,VOFF
_DRAM_CORE.BANK3.net84116,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net84117,4,VDD,VON
_DRAM_CORE.BANK3.net84118,4,VDD,VSS
_DRAM_CORE.BANK3.net84119,4,VSSQ,VON
_DRAM_CORE.BANK3.net84120,4,VOFF,VSS
_DRAM_CORE.BANK0.net84121,1,VEXT,VOFF
_DRAM_CORE.BANK0.net84122,1,VSS,VSSQ
_DRAM_CORE.BANK0.net84123,1,VDD,VOFF
_DRAM_CORE.BANK0.net84124,1,VOFF,VSS
_DRAM_CORE.BANK0.net84125,1,VEXT,VEXT
_DRAM_CORE.BANK0.net84126,1,VON,VEXT
_DRAM_CORE.BANK0.net84127,1,VDD,VSSQ
_DRAM_CORE.BANK0.net84128,1,VSS,VOFF
_DRAM_CORE.BANK0.net84129,1,VSSQ,VON
_DRAM_CORE.BANK0.net84130,1,VSSQ,VEXT
_DRAM_CORE.BANK1.net84131,2,VON,VSS
_DRAM_CORE.BANK1.net84132,2,VEXT,VDD
_DRAM_CORE.BANK1.net84133,2,VEXT,VSS
_DRAM_CORE.BANK1.net84134,2,VON,VSS
_DRAM_CORE.BANK1.net84135,2,VDD,VSS
_DRAM_CORE.BANK1.net84136,2,VSS,VSSQ
_DRAM_CORE.BANK1.net84137,2,VSS,VEXT
_DRAM_CORE.BANK1.net84138,2,VSS,VDD
_DRAM_CORE.BANK1.net84139,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net84140,2,VEXT,VDDQ
_DRAM_CORE.BANK2.net84141,3,VDD,VDD
_DRAM_CORE.BANK2.net84142,3,VON,VON
_DRAM_CORE.BANK2.net84143,3,VSSQ,VDD
_DRAM_CORE.BANK2.net84144,3,VON,VEXT
_DRAM_CORE.BANK2.net84145,3,VDD,VSS
_DRAM_CORE.BANK2.net84146,3,VDD,VON
_DRAM_CORE.BANK2.net84147,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net84148,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net84149,3,VEXT,VDD
_DRAM_CORE.BANK2.net84150,3,VON,VDD
_DRAM_CORE.BANK3.net84151,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net84152,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net84153,4,VOFF,VSS
_DRAM_CORE.BANK3.net84154,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net84155,4,VEXT,VON
_DRAM_CORE.BANK3.net84156,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net84157,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net84158,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net84159,4,VEXT,VDD
_DRAM_CORE.BANK3.net84160,4,VDD,VDDQ
_DRAM_CORE.BANK0.net84161,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net84162,1,VSS,VDD
_DRAM_CORE.BANK0.net84163,1,VSS,VDD
_DRAM_CORE.BANK0.net84164,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net84165,1,VSS,VOFF
_DRAM_CORE.BANK0.net84166,1,VOFF,VEXT
_DRAM_CORE.BANK0.net84167,1,VOFF,VOFF
_DRAM_CORE.BANK0.net84168,1,VSS,VSS
_DRAM_CORE.BANK0.net84169,1,VON,VDDQ
_DRAM_CORE.BANK0.net84170,1,VON,VSS
_DRAM_CORE.BANK1.net84171,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net84172,2,VDDQ,VON
_DRAM_CORE.BANK1.net84173,2,VDD,VSSQ
_DRAM_CORE.BANK1.net84174,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net84175,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net84176,2,VSS,VSSQ
_DRAM_CORE.BANK1.net84177,2,VSS,VDDQ
_DRAM_CORE.BANK1.net84178,2,VSS,VON
_DRAM_CORE.BANK1.net84179,2,VOFF,VEXT
_DRAM_CORE.BANK1.net84180,2,VEXT,VDDQ
_DRAM_CORE.BANK2.net84181,3,VDD,VON
_DRAM_CORE.BANK2.net84182,3,VON,VOFF
_DRAM_CORE.BANK2.net84183,3,VSS,VEXT
_DRAM_CORE.BANK2.net84184,3,VDDQ,VDD
_DRAM_CORE.BANK2.net84185,3,VDD,VON
_DRAM_CORE.BANK2.net84186,3,VDD,VOFF
_DRAM_CORE.BANK2.net84187,3,VSS,VSSQ
_DRAM_CORE.BANK2.net84188,3,VON,VSSQ
_DRAM_CORE.BANK2.net84189,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net84190,3,VEXT,VDD
_DRAM_CORE.BANK3.net84191,4,VSS,VSS
_DRAM_CORE.BANK3.net84192,4,VSSQ,VSS
_DRAM_CORE.BANK3.net84193,4,VON,VDDQ
_DRAM_CORE.BANK3.net84194,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net84195,4,VDDQ,VDD
_DRAM_CORE.BANK3.net84196,4,VDD,VDDQ
_DRAM_CORE.BANK3.net84197,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net84198,4,VEXT,VOFF
_DRAM_CORE.BANK3.net84199,4,VON,VOFF
_DRAM_CORE.BANK3.net84200,4,VDDQ,VDD
_DRAM_CORE.BANK0.net84201,1,VON,VSS
_DRAM_CORE.BANK0.net84202,1,VEXT,VDD
_DRAM_CORE.BANK0.net84203,1,VDD,VDDQ
_DRAM_CORE.BANK0.net84204,1,VEXT,VEXT
_DRAM_CORE.BANK0.net84205,1,VOFF,VON
_DRAM_CORE.BANK0.net84206,1,VOFF,VSS
_DRAM_CORE.BANK0.net84207,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net84208,1,VON,VDDQ
_DRAM_CORE.BANK0.net84209,1,VSS,VEXT
_DRAM_CORE.BANK0.net84210,1,VON,VON
_DRAM_CORE.BANK1.net84211,2,VOFF,VON
_DRAM_CORE.BANK1.net84212,2,VDD,VSS
_DRAM_CORE.BANK1.net84213,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net84214,2,VON,VDDQ
_DRAM_CORE.BANK1.net84215,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net84216,2,VSS,VSSQ
_DRAM_CORE.BANK1.net84217,2,VSS,VOFF
_DRAM_CORE.BANK1.net84218,2,VEXT,VOFF
_DRAM_CORE.BANK1.net84219,2,VSSQ,VON
_DRAM_CORE.BANK1.net84220,2,VSS,VDDQ
_DRAM_CORE.BANK2.net84221,3,VDD,VON
_DRAM_CORE.BANK2.net84222,3,VDD,VSS
_DRAM_CORE.BANK2.net84223,3,VEXT,VSS
_DRAM_CORE.BANK2.net84224,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net84225,3,VOFF,VDD
_DRAM_CORE.BANK2.net84226,3,VEXT,VSS
_DRAM_CORE.BANK2.net84227,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net84228,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net84229,3,VSS,VOFF
_DRAM_CORE.BANK2.net84230,3,VSSQ,VON
_DRAM_CORE.BANK3.net84231,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net84232,4,VON,VOFF
_DRAM_CORE.BANK3.net84233,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net84234,4,VSS,VOFF
_DRAM_CORE.BANK3.net84235,4,VSS,VON
_DRAM_CORE.BANK3.net84236,4,VOFF,VEXT
_DRAM_CORE.BANK3.net84237,4,VDDQ,VSS
_DRAM_CORE.BANK3.net84238,4,VDDQ,VDD
_DRAM_CORE.BANK3.net84239,4,VSS,VOFF
_DRAM_CORE.BANK3.net84240,4,VEXT,VDDQ
_DRAM_CORE.BANK0.net84241,1,VOFF,VON
_DRAM_CORE.BANK0.net84242,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net84243,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net84244,1,VOFF,VON
_DRAM_CORE.BANK0.net84245,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net84246,1,VOFF,VSS
_DRAM_CORE.BANK0.net84247,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net84248,1,VON,VSS
_DRAM_CORE.BANK0.net84249,1,VON,VSS
_DRAM_CORE.BANK0.net84250,1,VDD,VSS
_DRAM_CORE.BANK1.net84251,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net84252,2,VDD,VON
_DRAM_CORE.BANK1.net84253,2,VON,VDD
_DRAM_CORE.BANK1.net84254,2,VOFF,VOFF
_DRAM_CORE.BANK1.net84255,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net84256,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net84257,2,VSS,VDD
_DRAM_CORE.BANK1.net84258,2,VDD,VDD
_DRAM_CORE.BANK1.net84259,2,VON,VEXT
_DRAM_CORE.BANK1.net84260,2,VEXT,VDD
_DRAM_CORE.BANK2.net84261,3,VEXT,VOFF
_DRAM_CORE.BANK2.net84262,3,VSS,VDDQ
_DRAM_CORE.BANK2.net84263,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net84264,3,VSSQ,VON
_DRAM_CORE.BANK2.net84265,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net84266,3,VSSQ,VDD
_DRAM_CORE.BANK2.net84267,3,VON,VON
_DRAM_CORE.BANK2.net84268,3,VDD,VSS
_DRAM_CORE.BANK2.net84269,3,VOFF,VSS
_DRAM_CORE.BANK2.net84270,3,VEXT,VSS
_DRAM_CORE.BANK3.net84271,4,VOFF,VEXT
_DRAM_CORE.BANK3.net84272,4,VEXT,VDD
_DRAM_CORE.BANK3.net84273,4,VON,VDD
_DRAM_CORE.BANK3.net84274,4,VON,VSS
_DRAM_CORE.BANK3.net84275,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net84276,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net84277,4,VON,VOFF
_DRAM_CORE.BANK3.net84278,4,VON,VEXT
_DRAM_CORE.BANK3.net84279,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net84280,4,VOFF,VSSQ
_DRAM_CORE.BANK0.net84281,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net84282,1,VSS,VOFF
_DRAM_CORE.BANK0.net84283,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net84284,1,VSS,VON
_DRAM_CORE.BANK0.net84285,1,VON,VSSQ
_DRAM_CORE.BANK0.net84286,1,VDD,VSS
_DRAM_CORE.BANK0.net84287,1,VON,VOFF
_DRAM_CORE.BANK0.net84288,1,VDD,VOFF
_DRAM_CORE.BANK0.net84289,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net84290,1,VDD,VSS
_DRAM_CORE.BANK1.net84291,2,VEXT,VDD
_DRAM_CORE.BANK1.net84292,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net84293,2,VDDQ,VON
_DRAM_CORE.BANK1.net84294,2,VDD,VDD
_DRAM_CORE.BANK1.net84295,2,VDDQ,VSS
_DRAM_CORE.BANK1.net84296,2,VSS,VDD
_DRAM_CORE.BANK1.net84297,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net84298,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net84299,2,VOFF,VEXT
_DRAM_CORE.BANK1.net84300,2,VSS,VSSQ
_DRAM_CORE.BANK2.net84301,3,VSS,VDD
_DRAM_CORE.BANK2.net84302,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net84303,3,VEXT,VON
_DRAM_CORE.BANK2.net84304,3,VON,VON
_DRAM_CORE.BANK2.net84305,3,VSSQ,VON
_DRAM_CORE.BANK2.net84306,3,VSS,VDDQ
_DRAM_CORE.BANK2.net84307,3,VSS,VON
_DRAM_CORE.BANK2.net84308,3,VON,VON
_DRAM_CORE.BANK2.net84309,3,VOFF,VSS
_DRAM_CORE.BANK2.net84310,3,VEXT,VEXT
_DRAM_CORE.BANK3.net84311,4,VSS,VON
_DRAM_CORE.BANK3.net84312,4,VON,VON
_DRAM_CORE.BANK3.net84313,4,VEXT,VON
_DRAM_CORE.BANK3.net84314,4,VSSQ,VSS
_DRAM_CORE.BANK3.net84315,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net84316,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net84317,4,VEXT,VON
_DRAM_CORE.BANK3.net84318,4,VSSQ,VSS
_DRAM_CORE.BANK3.net84319,4,VOFF,VSS
_DRAM_CORE.BANK3.net84320,4,VSS,VDDQ
_DRAM_CORE.BANK0.net84321,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net84322,1,VOFF,VEXT
_DRAM_CORE.BANK0.net84323,1,VOFF,VON
_DRAM_CORE.BANK0.net84324,1,VON,VOFF
_DRAM_CORE.BANK0.net84325,1,VEXT,VOFF
_DRAM_CORE.BANK0.net84326,1,VSS,VON
_DRAM_CORE.BANK0.net84327,1,VON,VOFF
_DRAM_CORE.BANK0.net84328,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net84329,1,VDD,VEXT
_DRAM_CORE.BANK0.net84330,1,VEXT,VEXT
_DRAM_CORE.BANK1.net84331,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net84332,2,VOFF,VSS
_DRAM_CORE.BANK1.net84333,2,VSSQ,VON
_DRAM_CORE.BANK1.net84334,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net84335,2,VON,VDD
_DRAM_CORE.BANK1.net84336,2,VDD,VEXT
_DRAM_CORE.BANK1.net84337,2,VSS,VON
_DRAM_CORE.BANK1.net84338,2,VDD,VSSQ
_DRAM_CORE.BANK1.net84339,2,VSS,VEXT
_DRAM_CORE.BANK1.net84340,2,VON,VSSQ
_DRAM_CORE.BANK2.net84341,3,VDD,VSS
_DRAM_CORE.BANK2.net84342,3,VEXT,VSS
_DRAM_CORE.BANK2.net84343,3,VON,VEXT
_DRAM_CORE.BANK2.net84344,3,VEXT,VSS
_DRAM_CORE.BANK2.net84345,3,VDD,VSSQ
_DRAM_CORE.BANK2.net84346,3,VON,VDDQ
_DRAM_CORE.BANK2.net84347,3,VON,VSS
_DRAM_CORE.BANK2.net84348,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net84349,3,VSS,VOFF
_DRAM_CORE.BANK2.net84350,3,VDD,VON
_DRAM_CORE.BANK3.net84351,4,VON,VON
_DRAM_CORE.BANK3.net84352,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net84353,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net84354,4,VEXT,VOFF
_DRAM_CORE.BANK3.net84355,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net84356,4,VDD,VON
_DRAM_CORE.BANK3.net84357,4,VDDQ,VON
_DRAM_CORE.BANK3.net84358,4,VSSQ,VON
_DRAM_CORE.BANK3.net84359,4,VSS,VEXT
_DRAM_CORE.BANK3.net84360,4,VDDQ,VDDQ
_DRAM_CORE.BANK0.net84361,1,VSSQ,VSS
_DRAM_CORE.BANK0.net84362,1,VDD,VOFF
_DRAM_CORE.BANK0.net84363,1,VON,VSSQ
_DRAM_CORE.BANK0.net84364,1,VSSQ,VSS
_DRAM_CORE.BANK0.net84365,1,VEXT,VDD
_DRAM_CORE.BANK0.net84366,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net84367,1,VSSQ,VDD
_DRAM_CORE.BANK0.net84368,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net84369,1,VSSQ,VDD
_DRAM_CORE.BANK0.net84370,1,VON,VSS
_DRAM_CORE.BANK1.net84371,2,VDDQ,VDD
_DRAM_CORE.BANK1.net84372,2,VDD,VSSQ
_DRAM_CORE.BANK1.net84373,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net84374,2,VON,VOFF
_DRAM_CORE.BANK1.net84375,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net84376,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net84377,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net84378,2,VEXT,VDD
_DRAM_CORE.BANK1.net84379,2,VEXT,VON
_DRAM_CORE.BANK1.net84380,2,VOFF,VDD
_DRAM_CORE.BANK2.net84381,3,VSS,VDD
_DRAM_CORE.BANK2.net84382,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net84383,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net84384,3,VOFF,VDD
_DRAM_CORE.BANK2.net84385,3,VDD,VOFF
_DRAM_CORE.BANK2.net84386,3,VDDQ,VON
_DRAM_CORE.BANK2.net84387,3,VSS,VDD
_DRAM_CORE.BANK2.net84388,3,VON,VEXT
_DRAM_CORE.BANK2.net84389,3,VDDQ,VSS
_DRAM_CORE.BANK2.net84390,3,VEXT,VEXT
_DRAM_CORE.BANK3.net84391,4,VSSQ,VSS
_DRAM_CORE.BANK3.net84392,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net84393,4,VDD,VDD
_DRAM_CORE.BANK3.net84394,4,VDDQ,VSS
_DRAM_CORE.BANK3.net84395,4,VEXT,VEXT
_DRAM_CORE.BANK3.net84396,4,VSSQ,VON
_DRAM_CORE.BANK3.net84397,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net84398,4,VON,VDDQ
_DRAM_CORE.BANK3.net84399,4,VSSQ,VSS
_DRAM_CORE.BANK3.net84400,4,VSS,VON
_DRAM_CORE.BANK0.net84401,1,VDD,VEXT
_DRAM_CORE.BANK0.net84402,1,VDD,VDDQ
_DRAM_CORE.BANK0.net84403,1,VSS,VDD
_DRAM_CORE.BANK0.net84404,1,VOFF,VDD
_DRAM_CORE.BANK0.net84405,1,VEXT,VSS
_DRAM_CORE.BANK0.net84406,1,VSS,VDD
_DRAM_CORE.BANK0.net84407,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net84408,1,VSS,VOFF
_DRAM_CORE.BANK0.net84409,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net84410,1,VON,VON
_DRAM_CORE.BANK1.net84411,2,VOFF,VEXT
_DRAM_CORE.BANK1.net84412,2,VDD,VEXT
_DRAM_CORE.BANK1.net84413,2,VDD,VOFF
_DRAM_CORE.BANK1.net84414,2,VSSQ,VDD
_DRAM_CORE.BANK1.net84415,2,VSSQ,VON
_DRAM_CORE.BANK1.net84416,2,VDDQ,VON
_DRAM_CORE.BANK1.net84417,2,VSS,VOFF
_DRAM_CORE.BANK1.net84418,2,VSS,VDDQ
_DRAM_CORE.BANK1.net84419,2,VSS,VSSQ
_DRAM_CORE.BANK1.net84420,2,VEXT,VOFF
_DRAM_CORE.BANK2.net84421,3,VSS,VEXT
_DRAM_CORE.BANK2.net84422,3,VSS,VDD
_DRAM_CORE.BANK2.net84423,3,VON,VON
_DRAM_CORE.BANK2.net84424,3,VDDQ,VON
_DRAM_CORE.BANK2.net84425,3,VEXT,VON
_DRAM_CORE.BANK2.net84426,3,VSS,VOFF
_DRAM_CORE.BANK2.net84427,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net84428,3,VSS,VSS
_DRAM_CORE.BANK2.net84429,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net84430,3,VON,VDD
_DRAM_CORE.BANK3.net84431,4,VOFF,VDD
_DRAM_CORE.BANK3.net84432,4,VSS,VDD
_DRAM_CORE.BANK3.net84433,4,VEXT,VEXT
_DRAM_CORE.BANK3.net84434,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net84435,4,VDD,VDD
_DRAM_CORE.BANK3.net84436,4,VDD,VSS
_DRAM_CORE.BANK3.net84437,4,VSS,VSS
_DRAM_CORE.BANK3.net84438,4,VEXT,VSS
_DRAM_CORE.BANK3.net84439,4,VOFF,VOFF
_DRAM_CORE.BANK3.net84440,4,VSSQ,VEXT
_DRAM_CORE.BANK0.net84441,1,VON,VDD
_DRAM_CORE.BANK0.net84442,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net84443,1,VEXT,VSS
_DRAM_CORE.BANK0.net84444,1,VON,VDDQ
_DRAM_CORE.BANK0.net84445,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net84446,1,VEXT,VOFF
_DRAM_CORE.BANK0.net84447,1,VSS,VDDQ
_DRAM_CORE.BANK0.net84448,1,VEXT,VON
_DRAM_CORE.BANK0.net84449,1,VOFF,VDD
_DRAM_CORE.BANK0.net84450,1,VOFF,VON
_DRAM_CORE.BANK1.net84451,2,VSSQ,VSS
_DRAM_CORE.BANK1.net84452,2,VOFF,VEXT
_DRAM_CORE.BANK1.net84453,2,VDDQ,VDD
_DRAM_CORE.BANK1.net84454,2,VOFF,VEXT
_DRAM_CORE.BANK1.net84455,2,VOFF,VDD
_DRAM_CORE.BANK1.net84456,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net84457,2,VSS,VSSQ
_DRAM_CORE.BANK1.net84458,2,VDD,VSS
_DRAM_CORE.BANK1.net84459,2,VON,VDD
_DRAM_CORE.BANK1.net84460,2,VSS,VDDQ
_DRAM_CORE.BANK2.net84461,3,VOFF,VON
_DRAM_CORE.BANK2.net84462,3,VSS,VSSQ
_DRAM_CORE.BANK2.net84463,3,VEXT,VOFF
_DRAM_CORE.BANK2.net84464,3,VDDQ,VSS
_DRAM_CORE.BANK2.net84465,3,VON,VON
_DRAM_CORE.BANK2.net84466,3,VON,VDDQ
_DRAM_CORE.BANK2.net84467,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net84468,3,VSSQ,VSS
_DRAM_CORE.BANK2.net84469,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net84470,3,VSS,VDD
_DRAM_CORE.BANK3.net84471,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net84472,4,VDD,VEXT
_DRAM_CORE.BANK3.net84473,4,VDD,VSSQ
_DRAM_CORE.BANK3.net84474,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net84475,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net84476,4,VSS,VSSQ
_DRAM_CORE.BANK3.net84477,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net84478,4,VOFF,VON
_DRAM_CORE.BANK3.net84479,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net84480,4,VSS,VOFF
_DRAM_CORE.BANK0.net84481,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net84482,1,VOFF,VOFF
_DRAM_CORE.BANK0.net84483,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net84484,1,VEXT,VSS
_DRAM_CORE.BANK0.net84485,1,VDD,VOFF
_DRAM_CORE.BANK0.net84486,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net84487,1,VSSQ,VSS
_DRAM_CORE.BANK0.net84488,1,VEXT,VSS
_DRAM_CORE.BANK0.net84489,1,VOFF,VOFF
_DRAM_CORE.BANK0.net84490,1,VSSQ,VOFF
_DRAM_CORE.BANK1.net84491,2,VSS,VSS
_DRAM_CORE.BANK1.net84492,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net84493,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net84494,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net84495,2,VDD,VSS
_DRAM_CORE.BANK1.net84496,2,VOFF,VSS
_DRAM_CORE.BANK1.net84497,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net84498,2,VDD,VSSQ
_DRAM_CORE.BANK1.net84499,2,VDD,VDD
_DRAM_CORE.BANK1.net84500,2,VON,VSS
_DRAM_CORE.BANK2.net84501,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net84502,3,VDD,VSSQ
_DRAM_CORE.BANK2.net84503,3,VON,VSS
_DRAM_CORE.BANK2.net84504,3,VSS,VOFF
_DRAM_CORE.BANK2.net84505,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net84506,3,VOFF,VSSQ
